,User_Name,User_img,User_url,Challange_Name,Programming_Lang,Sol_Code,User_Score,User's_Comments,User_Gender,Comments,Conditions,For,While,do ... while,Func dec,Varibales Dec,Pointers,Comments length,code length,Variables Names
974,mahesh1287,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/mahesh1287.jpg,/profile/mahesh1287,Find Intersection,JavaScript,"function FindIntersection(strArr) {
  var arr = strArr.map(e => e.match(/\d+/g));
  var intersectArr = arr[0].filter(e=> arr[1].includes(e));
  return intersectArr.length > 0 ? intersectArr.join("","") : false;
}
   
// keep this function call here 
console.log(FindIntersection(readline()));",10,0,Male,1,0,0,0,0,2,0,0,1,29,
976,robhannay,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/robhannay.jpg,/profile/robhannay,Find Intersection,JavaScript,"function FindIntersection(strArr) { 
  const splitArr = strArr.map(arr => arr.split(',').map(el=>el.trim()));
  const intersections = splitArr[0].filter(el => splitArr[1].includes(el));
  return intersections.join(','); 

}
   
console.log(FindIntersection(readline()));",9,0,Male,0,0,0,0,0,1,0,0,0,19,
977,alpergng,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/alpergng.jpg,/profile/alpergng,Find Intersection,JavaScript,"function FindIntersection(strArr) { 

  // code goes here  
  var arr1 = strArr[0];
  var arr2 = strArr[1];
  arr1 = arr1.split(',').join('');
  arr2 = arr2.split(',').join('');
  arr1 = arr1.split(' ');
  arr2 = arr2.split(' ');
  
 
  var result = """";
  for(i = 0 ; i<arr1.length ; i++){
    for(j= 0 ; j<arr2.length ; j++){
      
      if(arr1[i] === arr2[j]){
        result = result + '' + arr1[i] + ',';
        break;
      }
      else if ( +arr1[i] < +arr2[j]){
        break;
      }
    }
  }
  
  result = result.substring(0,result.length-1);
  
  if(result === ''){
    result = false;
  }
  return result; 
}
   
// keep this function call here 
console.log(FindIntersection(readline()));",10,0,Male,2,7,4,0,0,2,0,0,2,88,
979,SashaSkinner000,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/SashaSkinner000.jpg,/profile/SashaSkinner000,Find Intersection,JavaScript,"function FindIntersection(strArr) { 
 let firstArray = strArr[0].split(',');
 let secondArray= strArr[1].split(',');
 let firstArrayInt = firstArray.map(element => parseInt(element));
 let secondArrayInt = secondArray.map(element => parseInt(element));
 let commonNumbers = [];
 

for(var i = 0; i < firstArrayInt.length; i++){
  for(var e = 0;e < secondArrayInt.length; e++){
    if(firstArrayInt[i] == secondArrayInt[e]){
      commonNumbers.push(firstArrayInt[i]);
    }
  }
}
  if(commonNumbers.length === 0){
        return false;
    }
 let sorted = commonNumbers.sort(function(a, b){return a-b;});
 let lastString = sorted.toString();
  // code goes here  
  return lastString; 

}
   
// keep this function call here 
console.log(FindIntersection(readline()));",9,0,Male,2,4,4,0,0,2,6,0,3,75,'firstArray''firstArrayInt''secondArrayInt''commonNumbers''sorted''lastString''firstArray''firstArrayInt''secondArrayInt''commonNumbers''sorted''lastString''firstArray''firstArrayInt''secondArrayInt''commonNumbers''sorted''lastString''firstArray''firstArrayInt''secondArrayInt''commonNumbers''sorted''lastString''firstArray''firstArrayInt''secondArrayInt''commonNumbers''sorted''lastString''firstArray''firstArrayInt''secondArrayInt''commonNumbers''sorted''lastString''firstArray''firstArrayInt''secondArrayInt''commonNumbers''sorted''lastString''firstArray''firstArrayInt''secondArrayInt''commonNumbers''sorted''lastString''firstArray''firstArrayInt''secondArrayInt''commonNumbers''sorted''lastString'
987,kashyaprahul94,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/kashyaprahul94.jpg,/profile/kashyaprahul94,Find Intersection,JavaScript,"function FindIntersection(input) { 
  
  const [firstList, secondList] = input.map( s => s.split("", "") );
  
  const resultMap = {};
  const result = [];
  
  for ( const number of firstList ) {
    resultMap[ number ] = true;
  }
  
  for ( const number of secondList ) {
    if ( resultMap[number] ) {
      result.push( number );
    }
  }
  
  return result.length ? result.join("","") : false;  
}
   
// keep this function call here 
console.log(FindIntersection(readline()));",10,0,Male,1,1,2,0,0,2,0,0,0,67,
989,Ewyldor,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Ewyldor.jpg,/profile/Ewyldor,Find Intersection,JavaScript,"function FindIntersection(strArr) { 

  // code goes here 
  var inter = [];
  var firstArray = strArr[0].split(', ');
  var secondArray = strArr[1].split(', ');
  for(var i = 0; i < firstArray.length; i++){
    if(secondArray.includes(firstArray[i])){
      inter.push(firstArray[i]);
    }
  }
  return inter.length == 0 ? false : inter.join(','); 

}
   
// keep this function call here 
console.log(FindIntersection(readline()));",9,-1,Female,2,2,2,0,0,2,0,0,2,47,
990,Bogi7,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Bogi7.jpg,/profile/Bogi7,Find Intersection,JavaScript,"function FindIntersection(strArr) { 

  let a1 = strArr[0].split(', ');
  let a2 = strArr[1].split(', ');
  
  let res = [];
  a1.forEach(el => {
    if (a2.includes(el)) {
      res.push(el);
    }
  })
  
  return res.join(','); 

}
   
// keep this function call here 
console.log(FindIntersection(readline()));",9,-1,Male,1,1,0,0,0,2,3,0,0,36,'a1''a2''res''a1''a2''res''a1''a2''res''a1''a2''res''a1''a2''res''a1''a2''res''a1''a2''res''a1''a2''res''a1''a2''res'
992,Scottb4545,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Scottb4545.jpg,/profile/Scottb4545,Find Intersection,JavaScript,"function FindIntersection(strArr) { 

  // code goes here  
  
    let newArr = [];
  let elem1 = strArr[0].split(', ');
  let elem2 = strArr[1].split(', ');
  

  // code goes here  
  for(let i = 0; i < elem1.length; i++ ) {
    if (elem2.includes(elem1[i])) {
      newArr.push(elem1[i]);
    }
  }
if (newArr.length === 0) {
  return false;
} 
else {
  return newArr.toString();
}

}
   
// keep this function call here 
console.log(FindIntersection(readline()));",10,-1,Male,3,3,2,0,0,2,3,0,2,60,'newArr''elem1''elem2''newArr''elem1''elem2''newArr''elem1''elem2''newArr''elem1''elem2''newArr''elem1''elem2''newArr''elem1''elem2''newArr''elem1''elem2''newArr''elem1''elem2''newArr''elem1''elem2'
993,saiful24,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/saiful24.jpg,/profile/saiful24,Find Intersection,JavaScript,"function FindIntersection(strArr) { 

 
  var arr0 = strArr[0].split(', ');
  var arr1 = strArr[1].split(', ');
  strArr = [];
  
  for (var i = 0; i < arr0.length; i++) {
    if (arr1.indexOf(arr0[i]) != -1) {
      strArr.push(arr0[i]);
    }
  }
  
  if (strArr.length === 0) {
    return 'false';
  }
  
  return strArr.join(',');
  
}

// keep this function call here
console.log(FindIntersection(readline()));",10,-1,Male,1,2,1,0,0,2,0,0,2,50,
996,johnnyfitz327,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/johnnyfitz327.jpg,/profile/johnnyfitz327,Find Intersection,Python,"def FindIntersection(strArr):
  
    setOne = set(strArr[0].split("", ""))
    setTwo = set(strArr[1].split("", ""))

    result = sorted(list(setOne.intersection(setTwo)), key=lambda str: int(str))
    
    return ','.join(result) if len(result) > 0 else False

# keep this function call here 
print(FindIntersection(input()))",10,16,Male,1,2,0,0,0,1,4,0,1,30,"'setOne''setTwo''result', 'result''setOne''setTwo''result', 'result''setOne''setTwo''result', 'result''setOne''setTwo''result', 'result''setOne''setTwo''result', 'result''setOne''setTwo''result', 'result''setOne''setTwo''result', 'result''setOne''setTwo''result', 'result''setOne''setTwo''result', 'result'"
997,khaledk,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/khaledk.jpg,/profile/khaledk,Find Intersection,Python,"def FindIntersection(strArr):
  a = map(int, strArr[0].split(', '))
  b = map(int, strArr[1].split(', '))
  c = list(set(a) & set(b))
  c.sort()
  return ','.join(map(str, c))

print(FindIntersection(input()))",9,3,Male,0,0,0,0,0,1,3,0,0,22,'a''b''c''a''b''c''a''b''c''a''b''c''a''b''c''a''b''c''a''b''c''a''b''c''a''b''c'
998,Enockwem,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Enockwem.jpg,/profile/Enockwem,Find Intersection,Python,"def FindIntersection(strArr):
  # code goes here
  newStr = list() 
  mylist = list() 
  for i in strArr: 
      mylist += [int(p) for p in i.split("","")] 
      for (n) in mylist:
          if (n) in newStr:
              continue
          else:
              if mylist.count((n)) > 1:
                  newStr.append((n))
              else:
                  continue 
  if len(newStr) == 0:
      return False 
  else:
      return "","".join([str(i) for i in newStr])

# keep this function call here 
print(FindIntersection(input()))",10,1,Male,2,9,4,0,0,1,2,0,1,59,'newStr''mylist''newStr''mylist''newStr''mylist''newStr''mylist''newStr''mylist''newStr''mylist''newStr''mylist''newStr''mylist''newStr''mylist'
1000,AndrasGardos,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/AndrasGardos.jpg,/profile/AndrasGardos,Find Intersection,Python,"def FindIntersection(strArr):
  a = set(strArr[0].split("", ""))
  b = set(strArr[1].split("", ""))
  intersect = list(a.intersection(b))
  if len(intersect)==0:
    return ""false""
  intersect_ints = list(map(int,intersect))
  intersect_ints.sort()
  intersect_strs = list(map(str,intersect_ints))
  return "","".join(intersect_strs)

# keep this function call here 
print(FindIntersection(input()))",10,0,Female,1,1,0,0,0,1,5,0,0,33,'a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs''a''b''intersect''intersect_ints''intersect_strs'
1001,poppy12138,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/poppy12138.jpg,/profile/poppy12138,Find Intersection,Python,"def FindIntersection(strArr):
    # code goes here
    i_nums = [int(i_nums) for i_nums in strArr[0].split(', ')]
    j_nums = [int(j_nums) for j_nums in strArr[1].split(', ')]
    i = 0
    j = 0
    common = []
    while(i < len(i_nums) and j < len(j_nums)):
        if i_nums[i] == j_nums[j]:
            common.append(str(i_nums[i]))
            i += 1
            j += 1
        elif i_nums[i] < j_nums[j]:
            i += 1
        else:
            j += 1
    return ','.join(common) if len(common) > 0 else 'false'

# keep this function call here 
print(FindIntersection(input()))",10,0,Female,2,6,2,2,0,1,5,0,3,72,'i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common''i_nums''j_nums''i''j''common'
1008,KobyG16,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/KobyG16.jpg,/profile/KobyG16,Find Intersection,Python,"def FindIntersection(strArr):
    v = set(map(int, strArr[0].split(', ')))
    q = set(map(int, strArr[1].split(', ')))
    c = sorted(list(v&q))
    if len(c) ==0:
      return 'false'
    d = """"""""""""
    for i in range(len(c)):
        d += str(c[i])
        if i<len(c)-1:
            d+= "",""
    return d
print(FindIntersection(input()))",10,0,Male,1,2,1,0,0,1,4,0,0,37,'v''q''c''d''v''q''c''d''v''q''c''d''v''q''c''d''v''q''c''d''v''q''c''d''v''q''c''d''v''q''c''d''v''q''c''d'
1013,joykuan,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/joykuan.jpg,/profile/joykuan,Find Intersection,Python,"def FindIntersection(strArr):

  # code goes here
  a = []
  for i in strArr:
    a.append(i.split(', '))
  a.sort(reverse=True)
  
  flr = range(len(a[0]))
  slr = range(len(a[1]))
  
  con = []
  for j in flr:
    for k in slr:
      if a[0][j] == a[1][k]:
        con.append(int(a[1][k]))
  
  if len(con)>0: 
    return str(con).strip('[]').replace("" "",'')
  else:
    return 'false' 
# keep this function call here 
print(FindIntersection(input()))",9,0,Female,2,4,3,0,0,1,4,0,0,53,'a''flr''slr''con''a''flr''slr''con''a''flr''slr''con''a''flr''slr''con''a''flr''slr''con''a''flr''slr''con''a''flr''slr''con''a''flr''slr''con''a''flr''slr''con'
1014,yvescandau,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/yvescandau.jpg,/profile/yvescandau,Find Intersection,Python,"def FindIntersection(strArr):
# notice the job is done in one line
# all the rest is due to the stupid ""string"" format

  # convert strings to lists of int
  l1 = strArr[0].replace(' ', '').split("","")
  l2 = strArr[1].replace(' ', '').split("","")
  
  # do the job
  temp = set(l2) # for efficiency
  l = [i for i in l1 if i in temp]

  # convert back to string
  if l:
    return ','.join(l)
  else:
    return ""false""

# keep this function call here 
print(FindIntersection(input()))",10,0,Male,7,4,3,0,0,1,4,0,0,79,'l1''l2''temp''l''l1''l2''temp''l''l1''l2''temp''l''l1''l2''temp''l''l1''l2''temp''l''l1''l2''temp''l''l1''l2''temp''l''l1''l2''temp''l''l1''l2''temp''l'
1015,Mpurushottam,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Mpurushottam.jpg,/profile/Mpurushottam,Find Intersection,Python,"def FindIntersection(strArr):
  flag = False
  strArr[0] = strArr[0].split("", "")
  strArr[1] = strArr[1].split("", "")
  strArr.append([])
  if len(strArr[0]) > len(strArr[1]) :
    strArr[0] , strArr[1] = strArr[1] , strArr[0]
    
  for i in range(len(strArr[0])) :
    if strArr[0][i] in strArr[1]:
      flag = True
      strArr[2].append(strArr[0][i])
      
    
    
  if not flag:
    return ""false""
  # code goes here
  return "","".join(strArr[2])

# keep this function call here 
print(FindIntersection(input()))",9,0,Female,2,3,1,0,0,1,5,0,0,57,'flag''strArr[0]''strArr[1]''strArr[1]''flag''flag''strArr[0]''strArr[1]''strArr[1]''flag''flag''strArr[0]''strArr[1]''strArr[1]''flag''flag''strArr[0]''strArr[1]''strArr[1]''flag''flag''strArr[0]''strArr[1]''strArr[1]''flag''flag''strArr[0]''strArr[1]''strArr[1]''flag''flag''strArr[0]''strArr[1]''strArr[1]''flag''flag''strArr[0]''strArr[1]''strArr[1]''flag''flag''strArr[0]''strArr[1]''strArr[1]''flag'
1016,safety,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/safety.jpg,/profile/safety,Find Intersection,Python,"def FindIntersection(strArr):
  one = strArr[0].split(', ')
  two = strArr[1].split(', ')
  res = []
  for num in one:
    if num in two:
      res.append(num)
  res = ','.join(res)
  # code goes here
  return res

# keep this function call here 
print(FindIntersection(input()))",9,0,Male,2,1,1,0,0,1,4,0,0,38,'one''two''res''res''one''two''res''res''one''two''res''res''one''two''res''res''one''two''res''res''one''two''res''res''one''two''res''res''one''two''res''res''one''two''res''res'
1022,sefalk,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/sefalk.jpg,/profile/sefalk,Find Intersection,Python,"def FindIntersection(strArr):
  def getStrippedSplits( csstr ):
    return [s.strip() for s in csstr.split("","")]
    
  a = getStrippedSplits( strArr[0] )
  b = getStrippedSplits( strArr[1] )
  
  intersec = "","".join([ x for x in a if x in b])
  if len(intersec) == 0:
    intersec = ""false""
  
  return intersec

# keep this function call here 
print(FindIntersection(input()))",10,0,Male,1,2,2,0,0,2,4,0,1,49,'a''b''intersec''intersec''a''b''intersec''intersec''a''b''intersec''intersec''a''b''intersec''intersec''a''b''intersec''intersec''a''b''intersec''intersec''a''b''intersec''intersec''a''b''intersec''intersec''a''b''intersec''intersec'
1025,FaresSA,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/FaresSA.jpg,/profile/FaresSA,Find Intersection,Python,"import ast

def FindIntersection(str_arr):

  # code goes here
  lst_1 = set(ast.literal_eval(str_arr[0]))
  lst_2 = set(ast.literal_eval(str_arr[1]))
  
  intersect = lst_1.intersection(lst_2)
  
  if intersect == set():
    return 'false'
  else:
    string = str(sorted(intersect))
    string = string.replace('[', '')
    string = string.replace(' ', '')
    string = string.replace(']', '')
    return string

# keep this function call here 
print(FindIntersection(input()))",9,-1,Male,2,3,0,0,0,0,7,0,0,49,'lst_1''lst_2''intersect''string''string''string''string''lst_1''lst_2''intersect''string''string''string''string''lst_1''lst_2''intersect''string''string''string''string''lst_1''lst_2''intersect''string''string''string''string''lst_1''lst_2''intersect''string''string''string''string''lst_1''lst_2''intersect''string''string''string''string''lst_1''lst_2''intersect''string''string''string''string''lst_1''lst_2''intersect''string''string''string''string''lst_1''lst_2''intersect''string''string''string''string'
1027,kkatolkar,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/kkatolkar.jpg,/profile/kkatolkar,Find Intersection,PHP,"<?php 

function FindIntersection($strArr) {
  
  $first_array = explode( ',',$strArr[0]);
  $first_array = array_map('trim', $first_array);
  $second_array =  explode( ',',$strArr[1]);
  $second_array = array_map('trim', $second_array);
  $strArr = array_intersect($first_array,$second_array);
  
  if(count($strArr) > 0){
    return trim(join("","",$strArr));
  }else{
    return false;
    }

}
   
// keep this function call here  
echo FindIntersection(fgets(fopen('php://stdin', 'r')));  

?>",9,0,Female,1,2,0,0,0,2,7,0,1,42,"'$first_array''$first_array', '$first_array''$second_array''$second_array', '$second_array''$strArr''$first_array''$first_array', '$first_array''$second_array''$second_array', '$second_array''$strArr''$first_array''$first_array', '$first_array''$second_array''$second_array', '$second_array''$strArr''$first_array''$first_array', '$first_array''$second_array''$second_array', '$second_array''$strArr''$first_array''$first_array', '$first_array''$second_array''$second_array', '$second_array''$strArr''$first_array''$first_array', '$first_array''$second_array''$second_array', '$second_array''$strArr''$first_array''$first_array', '$first_array''$second_array''$second_array', '$second_array''$strArr''$first_array''$first_array', '$first_array''$second_array''$second_array', '$second_array''$strArr''$first_array''$first_array', '$first_array''$second_array''$second_array', '$second_array''$strArr'"
1030,ebrahimradi,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ebrahimradi.jpg,/profile/ebrahimradi,Find Intersection,PHP,"<?php 

function FindIntersection($strArr) {
  $first = preg_split('/[\s,]+/', $strArr[0]);
  $second = preg_split('/[\s,]+/', $strArr[1]);
  $intersect = array_intersect($first, $second);
  $output = implode(',', $intersect);
  return empty($output) ? 'false': $output;

}
   
// keep this function call here  
echo FindIntersection(fgets(fopen('php://stdin', 'r')));  

?>",10,0,Male,1,0,0,0,0,2,8,0,0,36,"'$first', '$first''$second', '$second''$intersect', '$intersect''$output', '$output''$first', '$first''$second', '$second''$intersect', '$intersect''$output', '$output''$first', '$first''$second', '$second''$intersect', '$intersect''$output', '$output''$first', '$first''$second', '$second''$intersect', '$intersect''$output', '$output''$first', '$first''$second', '$second''$intersect', '$intersect''$output', '$output''$first', '$first''$second', '$second''$intersect', '$intersect''$output', '$output''$first', '$first''$second', '$second''$intersect', '$intersect''$output', '$output''$first', '$first''$second', '$second''$intersect', '$intersect''$output', '$output''$first', '$first''$second', '$second''$intersect', '$intersect''$output', '$output'"
1031,Teasdale13,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Teasdale13.jpg,/profile/Teasdale13,Find Intersection,PHP,"<?php 

function FindIntersection($strArr) {

  $str = $strArr[0] . ', ' . $strArr[1];
  return FindDouble( explode(',' , str_replace(' ', '' , $str )));

}

function FindDouble($array) {
  $tmp = [] ;
  foreach ( array_count_values($array) as $key => $value ) {
    if ( trim($value) > 1 ) {
      $tmp[] = trim($key);
    }
  }
  return ! empty($tmp) ? implode(',' , $tmp): 'false';
}
   
// keep this function call here  
echo FindIntersection(fgets(fopen('php://stdin', 'r')));  

?>",10,0,Female,1,1,2,0,0,2,5,0,0,70,"'$str', '$str', '$str''$tmp''$tmp[]''$str', '$str', '$str''$tmp''$tmp[]''$str', '$str', '$str''$tmp''$tmp[]''$str', '$str', '$str''$tmp''$tmp[]''$str', '$str', '$str''$tmp''$tmp[]''$str', '$str', '$str''$tmp''$tmp[]''$str', '$str', '$str''$tmp''$tmp[]''$str', '$str', '$str''$tmp''$tmp[]''$str', '$str', '$str''$tmp''$tmp[]'"
1032,BlueRoselet,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/BlueRoselet.jpg,/profile/BlueRoselet,Find Intersection,PHP,"<?php 

function FindIntersection($input)
{
  // Assume $input has exactly 2 elements which are arrays
  list($arrayStr1, $arrayStr2) = $input;
  $array1 = explode(', ', $arrayStr1);
  $array2 = explode(', ', $arrayStr2);

  $intersection = array_intersect($array1, $array2);

  return empty($intersection) ? ""false"" : implode(',', $intersection);
}
   
// keep this function call here  
echo FindIntersection(fgets(fopen('php://stdin', 'r')));  

?>",9,0,Female,2,0,0,0,0,2,8,0,0,50,"'$arrayStr2)', '$arrayStr2)''$array1', '$array1''$array2', '$array2''$intersection', '$intersection''$arrayStr2)', '$arrayStr2)''$array1', '$array1''$array2', '$array2''$intersection', '$intersection''$arrayStr2)', '$arrayStr2)''$array1', '$array1''$array2', '$array2''$intersection', '$intersection''$arrayStr2)', '$arrayStr2)''$array1', '$array1''$array2', '$array2''$intersection', '$intersection''$arrayStr2)', '$arrayStr2)''$array1', '$array1''$array2', '$array2''$intersection', '$intersection''$arrayStr2)', '$arrayStr2)''$array1', '$array1''$array2', '$array2''$intersection', '$intersection''$arrayStr2)', '$arrayStr2)''$array1', '$array1''$array2', '$array2''$intersection', '$intersection''$arrayStr2)', '$arrayStr2)''$array1', '$array1''$array2', '$array2''$intersection', '$intersection''$arrayStr2)', '$arrayStr2)''$array1', '$array1''$array2', '$array2''$intersection', '$intersection'"
1035,kunalray,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/kunalray.jpg,/profile/kunalray,Find Intersection,PHP,"<?php 

function FindIntersection($strArr) {

  // code goes here
  $set1 = isset($strArr[0]) ? $strArr[0] : array();
  $set2 = isset($strArr[1]) ? $strArr[1] : array();

  $set1Array = explode(',', $set1);
  $set2Array = explode(',', $set2);

  $set1Array = array_map('trim', $set1Array);
  $set2Array = array_map('trim', $set2Array);

  $commons = array_intersect($set1Array, $set2Array);

  if (count($commons)) {
  	$strArr = implode(',', $commons);
  } else {
  	$strArr = 'false';
  }

  return $strArr;

}
   
// keep this function call here  
echo FindIntersection(fgets(fopen('php://stdin', 'r')));  

?>",10,0,Female,2,2,0,0,0,2,17,0,0,69,"'$set1', '$set1''$set2', '$set2''$set1Array', '$set1Array''$set2Array', '$set2Array''$set1Array', '$set1Array''$set2Array', '$set2Array''$commons', '$commons''$strArr', '$strArr''$strArr''$set1', '$set1''$set2', '$set2''$set1Array', '$set1Array''$set2Array', '$set2Array''$set1Array', '$set1Array''$set2Array', '$set2Array''$commons', '$commons''$strArr', '$strArr''$strArr''$set1', '$set1''$set2', '$set2''$set1Array', '$set1Array''$set2Array', '$set2Array''$set1Array', '$set1Array''$set2Array', '$set2Array''$commons', '$commons''$strArr', '$strArr''$strArr''$set1', '$set1''$set2', '$set2''$set1Array', '$set1Array''$set2Array', '$set2Array''$set1Array', '$set1Array''$set2Array', '$set2Array''$commons', '$commons''$strArr', '$strArr''$strArr''$set1', '$set1''$set2', '$set2''$set1Array', '$set1Array''$set2Array', '$set2Array''$set1Array', '$set1Array''$set2Array', '$set2Array''$commons', '$commons''$strArr', '$strArr''$strArr''$set1', '$set1''$set2', '$set2''$set1Array', '$set1Array''$set2Array', '$set2Array''$set1Array', '$set1Array''$set2Array', '$set2Array''$commons', '$commons''$strArr', '$strArr''$strArr''$set1', '$set1''$set2', '$set2''$set1Array', '$set1Array''$set2Array', '$set2Array''$set1Array', '$set1Array''$set2Array', '$set2Array''$commons', '$commons''$strArr', '$strArr''$strArr''$set1', '$set1''$set2', '$set2''$set1Array', '$set1Array''$set2Array', '$set2Array''$set1Array', '$set1Array''$set2Array', '$set2Array''$commons', '$commons''$strArr', '$strArr''$strArr''$set1', '$set1''$set2', '$set2''$set1Array', '$set1Array''$set2Array', '$set2Array''$set1Array', '$set1Array''$set2Array', '$set2Array''$commons', '$commons''$strArr', '$strArr''$strArr'"
1037,nanditaroypinni,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/nanditaroypinni.jpg,/profile/nanditaroypinni,Find Intersection,PHP,"<?php

function FindIntersection($strArr) {


    $result =   'false';
    $has_in_both    =   array();
    $firstelement   =   explode(',',$strArr['0']);
    $secondelement   =   explode(',',$strArr['1']);
    

    if(!empty($secondelement)){

        foreach($firstelement as $item){


            if(in_array($item,$secondelement)){

                $has_in_both[]    =   $item;
            }
        }
        if(!empty($has_in_both)){
            $has_in_both_item	=	implode(',', $has_in_both);
            $result	=	str_replace(' ', '', $has_in_both_item);
        }

    }
    // code goes here
    return $result;

}
// keep this function call here  
echo FindIntersection(fgets(fopen('php://stdin', 'r')));

?>",9,0,Female,2,6,2,0,0,1,10,0,0,56,"'$result''$has_in_both''$firstelement''$secondelement''$has_in_both[]', '$has_in_both[]''$has_in_both_item', '$has_in_both_item''$result', '$result''$result''$has_in_both''$firstelement''$secondelement''$has_in_both[]', '$has_in_both[]''$has_in_both_item', '$has_in_both_item''$result', '$result''$result''$has_in_both''$firstelement''$secondelement''$has_in_both[]', '$has_in_both[]''$has_in_both_item', '$has_in_both_item''$result', '$result''$result''$has_in_both''$firstelement''$secondelement''$has_in_both[]', '$has_in_both[]''$has_in_both_item', '$has_in_both_item''$result', '$result''$result''$has_in_both''$firstelement''$secondelement''$has_in_both[]', '$has_in_both[]''$has_in_both_item', '$has_in_both_item''$result', '$result''$result''$has_in_both''$firstelement''$secondelement''$has_in_both[]', '$has_in_both[]''$has_in_both_item', '$has_in_both_item''$result', '$result''$result''$has_in_both''$firstelement''$secondelement''$has_in_both[]', '$has_in_both[]''$has_in_both_item', '$has_in_both_item''$result', '$result''$result''$has_in_both''$firstelement''$secondelement''$has_in_both[]', '$has_in_both[]''$has_in_both_item', '$has_in_both_item''$result', '$result''$result''$has_in_both''$firstelement''$secondelement''$has_in_both[]', '$has_in_both[]''$has_in_both_item', '$has_in_both_item''$result', '$result'"
