
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,User_Name,User_img,User_url,Challange_Name,Programming_Lang,Sol_Code,User_Score,User's_Comments,User_Gender
1326,1326,1326,1326,1326,ronak050391,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ronak050391.jpg,/profile/ronak050391,Questions Marks,Python3,"def QuestionsMarks(str):
    a = 11
    b = 'false'
    c = 0
    for i in str:
        if i.isdigit():
            if int(i) + a == 10:
                if c != 3:
                    return 'false'
                b = 'true'
            c = 0
            a = int(i)
        elif i == '?':
            c += 1
    return b


# keep this function call here
print(QuestionsMarks(input()))",9,2,Female
1327,1327,1327,1327,1327,mailtodeepak321,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/mailtodeepak321.jpg,/profile/mailtodeepak321,Questions Marks,Python3,"def QuestionsMarks(s): 

    # code goes here 
    count_q = 0
    a = 0
    start_count = False
    true_exist = False
    for i in s:
        if start_count and i == '?':
            count_q += 1
        if i.isdigit():
            a += int(i)
            if a==10 and count_q == 3:
                true_exist = True
            if start_count and a == 10 and count_q != 3:
                return 'false'
            a = int(i)
            count_q = 0
            start_count = True
    return 'true' if true_exist else 'false'

    
# keep this function call here  
print(QuestionsMarks(input()))",10,1,Female
1328,1328,1328,1328,1328,Lavedonio,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Lavedonio.jpg,/profile/Lavedonio,Questions Marks,Python3,"def QuestionsMarks(parameter):

    last_number = None
    number_of_question_marks = 0
    has_two_numbers_that_added_is_10 = False
    for char in parameter:
      try:
        int(char)
        if last_number == None:
          last_number = int(char)
          number_of_question_marks = 0
        elif last_number + int(char) == 10 and number_of_question_marks != 3:
          return ""false""
        else:
          if last_number + int(char) == 10:
            has_two_numbers_that_added_is_10 = True
          number_of_question_marks = 0
          last_number = int(char)
      except:
        if char == ""?"":
          number_of_question_marks += 1
      
    if has_two_numbers_that_added_is_10:
      return ""true""
    else:
      return ""false""
    
# keep this function call here  
print(QuestionsMarks(input()))",10,1,
1329,1329,1329,1329,1329,youca,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/youca.jpg,/profile/youca,Questions Marks,Python3,"def QuestionsMarks(str):
  question_count = 0
  last_number = -1
  is_pass = False
  for s in str:
    if s.isdigit():
      if last_number>=0 and (last_number+int(s) == 10):
        if question_count == 3:
          is_pass = True
        else:
          return 'false'
      last_number = int(s)
      question_count = 0
    elif s == '?':
      question_count += 1

  # code goes here
  return 'true' if is_pass else 'false'

# keep this function call here 
print(QuestionsMarks(input()))",9,0,
1330,1330,1330,1330,1330,ashwaniiitm07,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ashwaniiitm07.jpg,/profile/ashwaniiitm07,Questions Marks,Python3,"def QuestionsMarks(str):

  # code goes here
  # code goes here
  if len(str) <5:
      return ""false""
  firsttnum = ""NA""
  lastnum = ""NA""
  ls_index = []
  for i,j in enumerate(str):
      if j.isdigit():
          ls_index.append(i) 

  if len(ls_index) <2:
      return ""false""
  old = 0
  flag = ""false""
  for i,num in enumerate(ls_index):
      if i == 0:
          old = num
          continue
      #print(str[old]+str[num])
      if num-old >= 4 and int(str[old])+int(str[num]) == 10:
          sub = str[old+1:num]
          c = 0
          for s_sub in sub:
              if s_sub == ""?"":
                  c=c+1
          if c==3:
              flag =""true""
      else:
        flag = ""false""
                  
      
  return flag
# keep this function call here 
print(QuestionsMarks(input()))",9,0,
1331,1331,1331,1331,1331,l0r1ss,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/l0r1ss.jpg,/profile/l0r1ss,Questions Marks,Python3,"def QuestionsMarks(str): 
  a = 11
  b = 'false'
  c = 0
  for i in str:
    if i.isdigit():
      if int(i)+a==10:
        if c!= 3:
          return 'false'
        b = 'true'
      c=0
      a=int(i)
    elif i=='?':
      c+=1
  return b
    
# keep this function call here  
print(QuestionsMarks(input()))",10,0,
1332,1332,1332,1332,1332,kennyliao22,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/kennyliao22.jpg,/profile/kennyliao22,Questions Marks,Python3,"def QuestionsMarks(str): 

    # code goes here 
    num_idx = [str.index(char) for char in str if char.isnumeric()]
    
    status='false'
    
    for i in num_idx:
      for j in num_idx:
        if i!=j:
          if int(str[i])+int(str[j]) ==10:
            if i < j:
              if str[i:j].count('?')==3:
                status='true'
            else:
              if str[j:i].count('?')==3:
                status='true'
    
    return status
    
# keep this function call here  
print(QuestionsMarks(input()))",9,0,Male
1333,1333,1333,1333,1333,gun3024,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/gun3024.jpg,/profile/gun3024,Questions Marks,Python3,"def QuestionsMarks(str):
    a = list(str)
    sum = 0
    count = 0
    quescount = 0
    for items in a:
        if items.isalnum() == True:
            if items.isdigit() == True:
                sum = sum + int(items)
                count = count + 1
                if count == 2:
                    if sum >= 10 and quescount == 3:
                        result = 'True'
                        sum = 0
                        quescount = 0
                    else:
                        sum = 0
                        count = 0
                        quescount = 0
        if items == '?':
            if count >= 1:
                quescount = quescount + 1
    if quescount == 0:
        return 'False'
    
    return result

print(QuestionsMarks(input()))",9,0,Female
1334,1334,1334,1334,1334,yerngpaii,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/yerngpaii.jpg,/profile/yerngpaii,Questions Marks,Python3,"def QuestionsMarks(str): 
  count = 0
  pre_num = None
  b = 'false'
  for i in str:
    if i.isdigit():
      if pre_num is not None and (pre_num+int(i)) == 10:
        if count != 3: 
          return 'false'
        b = 'true'
      pre_num = int(i)
      count = 0
    elif i == '?':
      count += 1
        
    return b
    
# keep this function call here  
print(QuestionsMarks(input()))",9,0,
1335,1335,1335,1335,1335,ngarcia,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ngarcia.jpg,/profile/ngarcia,Questions Marks,Python3,"def QuestionsMarks(str_):
    # code goes here 
    count_intero = 0
    num1 = None
    num2 = None
    good = 0
    range_str = [str(n) for n in range(10)]
    for s in str_:
        if (s in range_str) and (num1 is None):
            num1 = int(s)
            continue
        if (s in range_str) and (num1 is not None):
            num2 = int(s)
            if (num1+num2==10) and (count_intero!=3):
                return ""false""
            if ((num1+num2==10) and (count_intero==3)) or (num1+num2!=10):
                if (num1+num2==10):
                  good += 1
                num1 = num2
                num2 = None
                count_intero = 0
        if (s == ""?"") and (num1 is not None):
            count_intero += 1
    if good == 0:
        return ""false""
    return ""true""
    
    
print(QuestionsMarks(input()))",9,0,
1336,1336,1336,1336,1336,moniqueav,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/moniqueav.jpg,/profile/moniqueav,Questions Marks,Python3,"def QuestionsMarks(str1): 

  int_list = []
  num_list = []
  
  import string
  result = string.digits
  
  for x in str1:
    if x in string.digits:
      int_list.append(x)
  #print(int_list)

  i = 0
  c = 0
      
  while i <= (len(int_list)-2):
    sum = int(int_list[i]) +int(int_list[i+1])
    if sum <= 10:
      num_list.append(int(int_list[i]))
      num_list.append(int(int_list[i+1]))
      c= c+1
    i = i+1
  


  if c == 0:
    return ""false""
  if c > 0:
    j = 0
    while j <= (len(num_list)-1):

      if str1[str1.find(str(num_list[j])) : str1.find(str(num_list[j+1]))].count(""?"") == 3:
        return ""true""
      else: 
        return ""false""
# keep this function call here  
print(QuestionsMarks(input()))",9,0,Female
1337,1337,1337,1337,1337,nahsor,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/nahsor.jpg,/profile/nahsor,Questions Marks,Python3,"def QuestionsMarks(str):
  a=11
  b='false'
  c=0
  for i in str:
    if i.isdigit():
      if int(i)+a==10:
        if c!=3:
          return 'false'
        b='true'
      c=0
      a=int(i)
    elif i=='?':
      c+=1
  return b
  
# keep this function call here  
print(QuestionsMarks(input()))",10,0,
1338,1338,1338,1338,1338,melse,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/melse.jpg,/profile/melse,Questions Marks,Python3,"def QuestionsMarks(src): 
  result = False
  l = len(src)
  
  for i in range(l):
    if src[i] not in '0123456789':
      continue
    
    qs = 0
    for j in range(i + 1, l):
      if src[j] == '?':
        qs += 1
      
      if src[j] in '0123456789':
        c = int(src[i])
        k = int(src[j])
        
        if c + k == 10:
          if qs != 3:
            return 'false'
          else:
            result = True
            break
  
  # code goes here 
  return 'true' if result else 'false'
    
# keep this function call here  
print(QuestionsMarks(input()))",9,0,Male
1339,1339,1339,1339,1339,NikhilRajPandey,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/NikhilRajPandey.jpg,/profile/NikhilRajPandey,Questions Marks,Python3,"def QuestionsMarks(mystr):
  numbers_list = []
  for item,i in enumerate(mystr):
      if i.isdigit():
        numbers_list.append(int(item))
  
  ismatched = False
  for item,i in enumerate(numbers_list[:-1]):
      check = mystr[i:numbers_list[item+1]]
      no_of_question_marks = 0
      for char in check:
          if char == '?':
              no_of_question_marks = no_of_question_marks + 1
      if no_of_question_marks == 3:
          ismatched = True
  
    # code goes here 
  return ismatched
    
# keep this function call here  
print(QuestionsMarks(input()))",9,0,Male
1340,1340,1340,1340,1340,sienna9an,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/sienna9an.jpg,/profile/sienna9an,Questions Marks,Python3,"def QuestionsMarks(str):
  p=""false""
  for i in range(len(str)):
    if str[i]>=""0"" and str[i]<=""9"":
      j=i+1
      if j+1>=len(str):
        break
      count = 0
      while str[j]<""0"" or str[j]>""9"":
        if(str[j]==""?""):
          count += 1
        j=j+1
        if j+1>=len(str):
          break
      if int(str[i])+int(str[j])==10:
        if count == 3:
          p=""true""
        else:
          p=""false""
          break
  # code goes here
  return p

# keep this function call here 
print(QuestionsMarks(input()))",9,-1,Female
1341,1341,1341,1341,1341,rishabh280497,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/rishabh280497.jpg,/profile/rishabh280497,Questions Marks,Python3,"def checkQuestionMarks(numStrings):
  if len(numStrings)==0 or numStrings[0]==""false"" :
    return ""false""
  else:
    for x in numStrings:
      x=x[1:len(x)-1]
      count=0
      for y in x:
        if y==""?"":
          count=count+1
      if count!=3:
        return ""false""
    return ""true""

def getStringsWithNumberPairsSum10(inputString):
  numPairSum10Strings=[]
  bufferString=[]
  start=0
  stop=0
  if ""?"" not in inputString:
    return [""false""]
  else:
    for x in inputString:
        
      if x.isnumeric():
        if stop==1:
          bufferString.append(x)
          if int(bufferString[0])+int(bufferString[-1])==10:
            numPairSum10Strings.append("""".join(bufferString))
          del bufferString[:]
          start=1
          stop=0
        else:
          start=1
      if start==1:
        bufferString.append(x)
        stop=1
    del bufferString[:]   
  
  return numPairSum10Strings
def QuestionsMarks(str):

  numPairsSum10=getStringsWithNumberPairsSum10(str)
  return checkQuestionMarks(numPairsSum10)
# keep this function call here 
print(QuestionsMarks(input()))",10,-1,Female
1342,1342,1342,1342,1342,Dukos,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Dukos.jpg,/profile/Dukos,Questions Marks,Python3,"def QuestionsMarks(text):
  question_marks = 0
  last_number = 0
  found_any = False
  
  for c in text:
    if c.isdigit():
      n = int(c)
      if last_number + n == 10:
        found_any = True
        if question_marks != 3:
          return False
      question_marks = 0
      last_number = n
    elif c == '?':
      question_marks += 1
  return str(found_any).lower()

# keep this function call here 
print(QuestionsMarks(input()))",9,-1,
1343,1343,1343,1343,1343,scpkiller,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/scpkiller.jpg,/profile/scpkiller,Questions Marks,Python3,"def QuestionsMarks(s):
  qnum = 0
  dig = 0
  has_10 = False
  for ch in s:
    if ch.isdigit():
      if int(ch) + dig == 10:
        if qnum != 3:
          return 'false'
        has_10 = True
      dig = int(ch)
      qnum = 0
    elif ch == '?':
      qnum += 1
  return 'true' if has_10 else 'false'

# keep this function call here 
print(QuestionsMarks(input()))",9,-1,
1344,1344,1344,1344,1344,nicktacik,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/nicktacik.jpg,/profile/nicktacik,Questions Marks,Python3,"def QuestionsMarks(str):
  on_num = None
  num_qs = 0
  is_10 = False
  for s in str:
    if not on_num:
      if s.isdigit():
        on_num = int(s)
        continue
    else:
      if s == '?':
        num_qs += 1
      elif s.isdigit():
        if on_num + int(s) == 10:
          is_10 = True
          if num_qs != 3:
            return ""false""
        on_num = int(s)
        num_qs = 0
  return ""true"" if is_10 else ""false""


# keep this function call here 
print(QuestionsMarks(input()))",9,-1,Male
1345,1345,1345,1345,1345,lunar,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/lunar.jpg,/profile/lunar,Questions Marks,Python3,"def QuestionsMarks(sentence):
    newList = []
    for char in sentence:
        if not char.isalpha():
            newList.append(char)
            
    if len(newList) <= 3:
        return ""false""
    
    for i in range(len(newList)):
        if newList[i].isnumeric():
            firstNum = newList[i]
            if i + 4 >= len(newList):
                continue
            else:
                if newList[i+4].isnumeric():
                    secondNum = newList[i+4]
                    total = int(firstNum) + int(secondNum)
                    if total == 10:
                        return ""true""
                else:
                    continue
    return 'false'
                    
print(QuestionsMarks(input()))",9,-1,Female
1346,1346,1346,1346,1346,TheAristoa,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/TheAristoa.jpg,/profile/TheAristoa,Questions Marks,Python3,"def QuestionsMarks(string):

  # code goes here
  newsub=[]
  answer = 'false'
  for i in range(len(string)):
    if string[i].isdigit():
      target=str(10-int(string[i]))
      newstring=string[i+1:]
      for j in range(len(newstring)):
        if newstring[j]==target:
          newsub.append(string[i:i+j+1]);break
      
  for i in newsub:
    if i.count('?')==3:answer = 'true'
    else:answer= 'false';break
  #print(newsub)
  return answer

# keep this function call here 
print(QuestionsMarks(input()))",9,-1,Male
1347,1347,1347,1347,1347,sweetbitter,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/sweetbitter.jpg,/profile/sweetbitter,Questions Marks,Python3,"def QuestionsMarks(str):

  startCount = False
  num1 = 0
  num2 = 0
  markCount = 0
  answer = 'false'
  for char in str:
    if startCount:
      if char.isdigit():
        num2 = int(char)
        if num1 + num2 == 10 and markCount != 3:
          return 'false'
        elif num1 + num2 == 10 and markCount == 3:
          answer = 'true'
        
        num1 = int(char)
        num2 = 0
        markCount = 0
      elif char == '?':
        markCount += 1

    else:
      if char.isdigit():
        num1 = int(char)
        num2 = 0
        markCount = 0
        startCount = True
        
  # code goes here
  return answer

# keep this function call here 
print(QuestionsMarks(input()))",9,-1,
1348,1348,1348,1348,1348,HariharanV,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/HariharanV.jpg,/profile/HariharanV,Questions Marks,Python3,"def QuestionsMarks(str):
  import re
  xyz = re.compile(r""[a-z|?]*(\d)([a-z|?]*)(\d)[a-z|?]*"")
  abc = xyz.findall(str)
  # print(abc)
  temp = 0
  for i in range(len(abc)):
    # print(""i is"",i)
    # print(""abc[i][2] is"", abc[i][2])
    qmark = abc[i][1]
    total = int(abc[i][0]) + int(abc[i][2])
    # print(""total is"",total)
    for j in qmark:
      # print(j)
      if j == ""?"":
        temp += 1 
    if temp == 3 and total  == 10:
      return ""true""
  return ""false""

# keep this function call here 
print(QuestionsMarks(input()))",9,-1,Male
1349,1349,1349,1349,1349,a1w1q1,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/a1w1q1.jpg,/profile/a1w1q1,Questions Marks,Python3,"def QuestionsMarks(str): 

    idxs = [idx for idx in range(len(str)) if str[idx].isdigit()]
    if len(idxs)<=1:
      return 'false'
    found_ten=False
    for ix in range(1,len(idxs)):
      prev_idx=idxs[ix-1]
      curr_idx=idxs[ix]
      if int(str[prev_idx])+int(str[curr_idx])==10:
        found_ten=True
        cnt=str[prev_idx:curr_idx].count('?')
        if cnt!=3:
          return 'false'
    return 'true' if found_ten else 'false'
    
            
    
# keep this function call here  
print(QuestionsMarks(input()))",10,-1,
1350,1350,1350,1350,1350,sivatoms,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/sivatoms.jpg,/profile/sivatoms,Questions Marks,Python3,"import re
def QuestionsMarks(str):
    str2 = list(str)
    #r1 = re.search(r'([0-9])\?+[a-z]*\?+[0-9]+', str)
    #print(r1)
    #print(re.sub(r'[a-z]+','', str))
    #print(re.findall(r'[0-9]+', str))
    lt1 = re.findall(r'[0-9]+', str)
    #print(lt1)
    flag = 'false'
    ind = 0
    for i in range(len(lt1)-1):
        #print(lt1[i])
        if i % 2 == 0 and int(lt1[i]) + int(lt1[i+1]) == 10:
            #print(str.index(lt1[i]), str.index(lt1[i+1]))
            if lt1[i] == lt1[i+1]:
                p1 = (str.index(lt1[i]))
                kk = list(str)
                kk[p1] = 'a'
                str = ''.join(i2 for i2 in kk)
               #print(len(str) - len(str[p1+1:]))
                p2 = str.index((lt1[i+1]))
                #print(p1, p2, '    ',  str)
                ind += 1
                #print(re.findall(lt1[i], str).index(lt1[i]))
                pt = str[p1 + 1: p2]
                if list(pt).count('?') == 3:
                    flag = 'true'
                    #print('true -----------1')
                else:
                    flag = 'false'
                    break
            else:

                pt = str[(str.index(lt1[i]) + 1):str.index(lt1[i+1])]
                kk2 = list(str)
                kk2[(str.index(lt1[i]) )] = 'a'
                kk2[str.index(lt1[i+1])] = 'a'
                str = ''.join(i3 for i3 in kk2)
                #print(kk2)
                if list(pt).count('?') == 3:
                    flag = 'true'
                    #print(flag, '-----------------------2')
                else:
                    flag = 'false'
                    break
        #else:
         #   flag = 'false'
    return flag

print(QuestionsMarks(input()))",9,-1,Female
1351,1351,1351,1351,1351,dregrerare,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/dregrerare.jpg,/profile/dregrerare,Questions Marks,Python3,"def QuestionsMarks(code):
    # code goes here
    num_old = 0
    ans = ""false""
    i_old = 0

    for i in range(len(code)):
        if code[i].isnumeric():
            sum2 = num_old + int(code[i])
            num_old = int(code[i])
            if sum2 == 10 and code[i_old+1:i].count(""?"") == 3:
                ans = ""true""
            elif sum2 == 10 and not (code[i_old+1:i].count(""?"") == 3):
                return ""false""

            i_old = i

    return ans
# keep this function call here  
print(QuestionsMarks(input()))",9,-1,Male
1352,1352,1352,1352,1352,Lavanya06,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Lavanya06.jpg,/profile/Lavanya06,Questions Marks,Python3,"def QuestionsMarks(st): 

    # code goes here 
    pos=[]
    for i in range(len(st)):
      if(st[i]>='0' and st[i]<='9'):
        pos.append(i)
        #print(st[i])
   # print(pos)
    l=len(pos)
    u=0
    for i in range(l-1):
      a=int(chr(ord(st[pos[i]])))+int(chr(ord(st[pos[i+1]])))
    
      if(i+1 != None):
        c=0
        #print(i)
        for j in range(pos[i],pos[i+1]):
          if(st[j]=='?'):
              #print(j)
              c=c+1
        #print(c)
      if(a==10 and c==3):
        return ""true""
        break
      else:
        u=u+1
    if(u==l-1 or u==0):
      return ""false""
    
    
# keep this function call here  
print(QuestionsMarks(input()))",9,-1,
1353,1353,1353,1353,1353,borodkina,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/borodkina.jpg,/profile/borodkina,Questions Marks,Python3,"def QuestionsMarks(str):
  last_number = None
  nr_of_questions = 0
  
  for l in str:
    
    if l.isdigit():
      if last_number is not None and (last_number + int(l)) == 10 and nr_of_questions == 3:
        return True
      else:
        last_number = int(l)
      
      nr_of_questions = 0
    
    if l == '?':
      nr_of_questions += 1
        
  return False
    
# keep this function call here  
print(QuestionsMarks(input()))",9,-1,Male
1354,1354,1354,1354,1354,sanmitrabarman1,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/sanmitrabarman1.jpg,/profile/sanmitrabarman1,Questions Marks,Python3,"from itertools import combinations
def QuestionsMarks(s): 
  li = [(int(s[i]), i) for i in range(len(s)) if s[i].isdigit()]
  for i in combinations(li, 2):
    if i[0][0]+i[1][0] == 10:
      if s[i[0][1]:i[1][1]].count('?') == 3:
        return 'true'
  return 'false'
    
# keep this function call here  
print(QuestionsMarks(input()))",9,-2,
1355,1355,1355,1355,1355,kanazaca,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/kanazaca.jpg,/profile/kanazaca,Questions Marks,Python3,"def QuestionsMarks(str):
  last_number = None
  nr_of_questions = 0
  
  for l in str:
    
    if l.isdigit():
      if last_number is not None and (last_number + int(l)) == 10 and nr_of_questions == 3:
        return True
      else:
        last_number = int(l)
      
      nr_of_questions = 0
    
    if l == '?':
      nr_of_questions += 1
        
  return False
    
# keep this function call here  
print(QuestionsMarks(input()))",9,-2,Female
1356,1356,1356,1356,1356,pdodacre,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/pdodacre.jpg,/profile/pdodacre,Questions Marks,Go,"package main

import ""fmt""

import ""strconv""
import ""strings""

func QuestionsMarks(str string) string {

	chars := strings.Split(str, """")

	qCount := 0
	lastNum := -1
	pairs := 0
	valid := 0

	// 	// fmt.Println(QuestionsMarks(""acc?7??sss?3rr1??????5""))
	for _, c := range chars {

		num, err := strconv.Atoi(c)

		// we have a letter
		if err != nil {
			if c != ""?"" {
				continue
			}

			if lastNum != -1 {
				qCount++
			}

			continue
		}

		if lastNum+num == 10 {
			pairs++

			if qCount == 3 {
				valid++
			}
		}
		// reset
		qCount = 0
		lastNum = num
	}

	if pairs > 0 && pairs == valid {
		return ""true""
	}
	return ""false""

}


func main() {

  // do not modify below here, readline is our function
  // that properly reads in the input for you
  fmt.Println(QuestionsMarks(readline()))

}",10,0,
1357,1357,1357,1357,1357,sucisafirr,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/sucisafirr.jpg,/profile/sucisafirr,Questions Marks,Go,"package main
import (
  ""fmt""
  ""strconv""
)

func QuestionsMarks(str string) string {
  if len(str) <= 4 {
    return ""false""
  }

  isExpected := false
  isLookForPartner := false
  questionsMarks := 0
  firstNumber := 0

  for _, s := range str {
    stringS := string(s)
    if questionsMarks > 3 {
      return ""false""
    }

    if v, ok := getNumber(s); ok {
        if isLookForPartner {
          if questionsMarks != 3 {
            return ""false""
          }

          if v + firstNumber < 10 {
            return ""false""
          }

          isExpected = true

          // fmt.Println(""set right"")
          // reset again
          questionsMarks = 0
          isLookForPartner = false
          firstNumber = 0
        } else {
          // fmt.Println(""set left"")

          // set part left
          isLookForPartner = true
          isExpected = false
          firstNumber = v
          questionsMarks = 0
        }
    }

    if stringS == ""?"" {
      questionsMarks += 1
    }
  }

  if !isExpected {
    return ""false""
  }

  return ""true"";

}

func main() {

  // do not modify below here, readline is our function
  // that properly reads in the input for you
  fmt.Println(QuestionsMarks(readline()))

}

func getNumber(n rune) (int, bool) {
  if v, err := strconv.Atoi(string(n)); err == nil {
    return v, true
  }
  return 0, false
}",9,0,
1358,1358,1358,1358,1358,shingaist,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/shingaist.jpg,/profile/shingaist,Questions Marks,Go,"package main
import ""fmt""
import ""strings""
import ""strconv""

func QuestionsMarks(str string) string {
  
  // code goes here  
  chars := strings.Split(str, """")
  var firstInt int = -1
  var secondInt int = -1
  var questionCnt int
  var ret bool = false
  for _, char := range chars {
     if i, err := strconv.Atoi(char); err == nil {
       if firstInt < 0 {
         firstInt = i
       } else {
         secondInt = i
         if questionCnt == 3 && firstInt + secondInt <= 10 {
           ret = ret || true
         } else {
           ret = ret || false
         }
         firstInt = i
         secondInt = -1
         questionCnt = 0
       }       
     } else {
      // do nothing
     }

     if char == ""?"" && firstInt >= 0 {
       questionCnt += 1
     } else {
      // do nothing
     }
  }
  return strconv.FormatBool(ret);

}

func main() {

  // do not modify below here, readline is our function
  // that properly reads in the input for you
  fmt.Println(QuestionsMarks(readline()))

}",9,0,
1359,1359,1359,1359,1359,limees,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/limees.jpg,/profile/limees,Questions Marks,Go,"package main
import ""fmt""
import ""strconv""

func QuestionsMarks(str string) string {
  var last_num, num_question int = 10, 0
  var ret_val bool = false
  
  for _, char := range str {
    if char == '?' {
      if last_num < 10 && last_num >= 0 {
        num_question++
      } else {
        num_question = 0
      }
    } else {
      num, err := strconv.Atoi(string(char))
      if err == nil {

        if last_num < 10 && last_num >= 0 {
          if last_num + num == 10 {
            if num_question == 3 {
              ret_val = true
            } else {
              ret_val = false
              break
            }
          }
        }

        num_question = 0
        last_num = num
      }
    }
    //fmt.Println(sum, num_question, ret_val)
  }

  // code goes here 
  if ret_val == false {
    return ""false""
  } else {
    return ""true""
  }
}

func main() {

  // do not modify below here, readline is our function
  // that properly reads in the input for you
  fmt.Println(QuestionsMarks(readline()))

}",9,0,
1360,1360,1360,1360,1360,prasangmisra,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/prasangmisra.jpg,/profile/prasangmisra,Questions Marks,Go,"package main
import (""fmt""
""strings""
""strconv"")

func QuestionsMarks(input string) string {
  
	response := ""false""
	var lastNumber int
	questionCount := -1
	brokenString := strings.Split(input, """")
	for _, value := range brokenString {
		temp, err := strconv.Atoi(value)
		if err != nil {
			if value == ""?"" && lastNumber > 0 {
				questionCount++
			}
		} else {
			if lastNumber+temp == 10 && questionCount != 3 && questionCount > -1 {
				response = ""false""
				break
			}
			if lastNumber+temp == 10 && questionCount == 3 {
				response = ""true""
				lastNumber = temp
				questionCount = 0
			}
			if lastNumber+temp != 10 {
				lastNumber = temp
				questionCount = 0
			}

		}
	}
	return response

}

func main() {

  // do not modify below here, readline is our function
  // that properly reads in the input for you
  fmt.Println(QuestionsMarks(readline()))

}",10,0,
1361,1361,1361,1361,1361,Araya,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Araya.jpg,/profile/Araya,Questions Marks,Go,"package main
import (
  ""fmt""
  ""strings""
  ""strconv""
  )


func QuestionsMarks(str string) string {
  
  // code goes here
  split := strings.Split(str, """")
  var res, chance bool
	var int1 *int
	var countmark int
	for _, v := range split {
		if chance && v == ""?"" {
			countmark++
			continue
		} else if !chance {
			countmark = 0
		}

		integer, err := strconv.Atoi(v)
		if err != nil {
			continue
		}

		if int1 == nil {
			int1 = &integer
			chance = true
			continue
		}

		if chance && countmark > 3 || (*int1+integer) != 10 {
			int1 = nil
			chance = false
			continue
		}

		if chance && countmark == 3 && (*int1+integer) == 10 {
			res = true
			countmark = 0
			int1 = &integer
			chance = false
			continue
		} else {
			res = false
		}

		if res && countmark == 3 && (*int1+integer) != 10 {
			res = true
		}
	}

  return strconv.FormatBool(res)

}

func main() {

  // do not modify below here, readline is our function
  // that properly reads in the input for you
  fmt.Println(QuestionsMarks(readline()))

}",9,0,Male
