,User_Name,User_img,User_url,Challange_Name,Programming_Lang,Sol_Code,User_Score,User's_Comments,User_Gender,Name_or_Image,Comments,Conditions,For,While,Func dec,Varibales Dec,Comments length,code length,Variables Names,Num_of_Lines,Lines_ave_len,Vars_ave_len,num_of_cases_uses
680,al1234,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/al1234.jpg,/profile/al1234,Questions Marks,Csharp,"using System;

class MainClass {
  public static string QuestionsMarks(string str) { 
  
    // code goes here  
    /* Note: In C# the return type of a function and the 
       parameter types being passed are defined, so this return 
       call must match the return type of the function.
       You are free to modify the return type. */
    
    return QuestionMarksH(str).ToString().ToLower();
            
  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(QuestionsMarks(Console.ReadLine()));
  }
  
  
static bool QuestionMarksH(string input){
	var count = 0;
	var curr = 0;
	var valid = false;

	foreach(char c in input){
		if (c == '?'){
			count++;
		}
		else if (IsDigit(c)){
			var d = (int) (c -'0');
			if (curr+d == 10){
				if (count != 3){
					return false;
				}
				valid = true;
			}
			
			curr = d;
			count = 0;
		}
	}
	
	return valid;
}

static bool IsDigit(char c){
	return (c >= '0' && c <= '9');
}  
  
}",10,0,0,0,972,6,1,0,9,0,22,144,,52,0,0,0
681,ina300,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ina300.jpg,/profile/ina300,Questions Marks,Csharp,"using System;

class MainClass {
    
    public static bool IsQuestionMark(string str, int index)
    {
        if(index < 0 || index >= str.Length)
            return false;
        
        return str[index] == '?';
    }
    
  public static string QuestionsMarks(string str) { 
  
    bool bAnyTen = false;
    // code goes here  
    for(int i = 0; i < str.Length; i++)
    {
        if(Char.IsDigit(str[i]))
        {
            int first = int.Parse(str[i].ToString());
            
            for(int j = i+1; j < str.Length; j++)
            {
                if (Char.IsDigit(str[j]))
                {
                    int second = int.Parse(str[j].ToString());
                   
                    if( (first + second) == 10)
                    {
                        //Console.WriteLine(String.Format(""{0} {1} {2} {3}"", i, first, j, second));
                        bAnyTen = true;
                        int qCount = 0;
                        for(int k = i+1; k < j; k++)
                        {
                            if(IsQuestionMark(str, k))
                                qCount++;
                        }
                        
                        //Console.WriteLine(String.Format(""{0} {1} {2}"", i, j, qCount));
                        if(qCount != 3)
                            return ""false""; //every pair that adds up to 10 must have exactly 3
                        //*/
                    }
                    
                    break;
                }
            }
        }
    }

    if (bAnyTen)
        return ""true"";
    else
        return ""false"";
            
  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(QuestionsMarks(Console.ReadLine()));
  } 
   
}",9,0,1,0,1771,8,3,0,6,3,39,157, 'first' 'second' 'qCount',64,0,5,1
682,quanghoi2,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/quanghoi2.jpg,/profile/quanghoi2,Questions Marks,Csharp,"using System;

class MainClass {
  public static string QuestionsMarks(string str) { 
  
    // code goes here  
    /* Note: In C# the return type of a function and the 
       parameter types being passed are defined, so this return 
       call must match the return type of the function.
       You are free to modify the return type. */
       bool result = false;
    int[] aP = new int[str.Length];
    int[] aNum = new int[str.Length];
    int len = 0;
    for(int i = 0; i < str.Length; i++)
    {
        if('0' < str[i] && str[i] <= '9')
        {
            aP[len] = i;
            aNum[len] = Int32.Parse(str[i].ToString());
            len++;
        }
    }
    
    for(int j = 0; j < len - 1; j++)
    {
        if(aNum[j] + aNum[j + 1] == 10)
        {
            string tmp = str.Substring(aP[j] + 1, aP[j + 1] - aP[j] - 1);
            int cout = 0;
            for(int k = 0; k < tmp.Length; k++)
            {
                if(tmp[k] == '?')
                    cout++;
            }
            if(cout == 3)
                result = true;
            else
            {
                result = false;
                j = len;
            }
        }
    }
    
    if(result)
        return ""true"";
    
    return ""false"";
            
  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(QuestionsMarks(Console.ReadLine()));
  } 
   
}",9,0,0,0,1403,7,3,0,7,2,22,184, 'len' 'cout',58,0,3,0
683,ElDrago,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ElDrago.jpg,/profile/ElDrago,Questions Marks,Csharp,"using System;

class MainClass {
  public static string QuestionsMarks(string str) { 
      char[] s = str.ToCharArray();
      int n = 0;
      for(int x = 0; x < s.Length; x++){
          if(Char.IsNumber(s[x])){
              for(int z = x; z < s.Length; z++){
                  if(Char.IsNumber(s[z]) && Char.GetNumericValue(s[x]) + Char.GetNumericValue(s[z]) == 10){
                      for(int f = x; f <= z; f++){
                          if(s[f] == '?'){
                              n++;
                          }
                          if(f == z && n == 3){
                              return ""true"";
                          }
                      }
                  }
              }
          }
      }
      return ""false"";
  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(QuestionsMarks(Console.ReadLine()));
  } 
   
}",9,-1,1,0,888,4,3,0,3,1,6,87, 'n',31,0,1,0
684,agnessi,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/agnessi.jpg,/profile/agnessi,Questions Marks,Csharp,"using System;

class MainClass {
    
    public static int CheckQuestionMarks(int x, int y, string str){
        int nr = 0;
        for(int i = x; i < y; i++){
            if(str[i] == '?'){
                nr++;
            }
        }
        return nr;
    }
    
  public static string QuestionsMarks(string str) { 
  
    // code goes here  

    int[,] numbers = new int[str.Length, 2];
    int n = 0;
    for(int i = 0; i < str.Length; i++){
        if(Char.IsNumber(str[i])){
            numbers[n,0] = Int32.Parse(str[i].ToString());
            numbers[n,1] = i;
            n++;
        }
    }
    if(n == 0)
        return ""false"";
    int nr1 = 0;
    int nr2 = 0;
    for(int i = 0; i< n-1; i++){
        int num = CheckQuestionMarks(numbers[i,1], numbers[i+1,1], str);
        if(numbers[i,0] + numbers[i+1,0] >= 10){
            nr1 ++;
            if(CheckQuestionMarks(numbers[i,1], numbers[i+1,1], str) == 3){
                nr2++;
            }
        }
    }
    if(nr1 == nr2)
        return ""true"";
    return ""false"";
            
  }

  static void Main() {  
    // keep this function call here
    Console.WriteLine(QuestionsMarks(Console.ReadLine()));
  } 
   
}",10,-1,1,0,1196,6,3,0,5,5,10,136, 'nr' 'n' 'nr1' 'nr2' 'num',52,0,2,0
685,belalik,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/belalik.jpg,/profile/belalik,Questions Marks,Csharp,"using System;
using System.Collections.Generic;
using System.Linq;

class Program
    {
        static List<int> indexes = new List<int>();
        public static string QuestionsMarks(string str)
        {
            bool answer = true;

            FindAllNumbers(str);

            if (!DoesPairExist(str))
            {
                answer = false;
            }
             
            char[] ch = str.ToCharArray();
            
            for (int i = 0; i < indexes.Count - 1; i++)
            {
                int index1 = indexes.ElementAt(i);
                int index2 = indexes.ElementAt(i + 1);

                int howManyQM = HowManyQM(indexes.ElementAt(i), indexes.ElementAt(i + 1), str);

                if (char.GetNumericValue(ch[index1]) + char.GetNumericValue(ch[index2]) == 10)
                {
                    if (HowManyQM(index1, index2, str) != 3)
                    {
                        
                        answer = false;
                    }

                }
              
            }

            if (answer)
            {
                return ""true"";
            }
            else
            {
                return ""false"";
            }
        }

        static void Main()
        {
            // keep this function call here
            Console.WriteLine(QuestionsMarks(Console.ReadLine()));
        }

        static void FindAllNumbers(string str)
        {
            char[] ch = str.ToCharArray();

            for (int i = 0; i < ch.Length; i++)
            {
                if (48 <= ch[i] && ch[i] <= 57)
                {
                    //Console.WriteLine(""Found the number: ""+ch[i]+"" at index: ""+i);
                    // keep all indexes of numbers found. 
                    indexes.Add(i);
                }
            }
        }
        static bool DoesPairExist(string str)
        {
            bool foundIt = false;
            char[] ch = str.ToCharArray();

            for (int i=0; i<(indexes.Count-1); i++)
            {
               
                if (   char.GetNumericValue(ch[indexes.ElementAt(i)]) + char.GetNumericValue(ch[indexes.ElementAt(i + 1)])  == 10)
                {
                    foundIt = true;
                }

            }
            
            return foundIt;
        }


        static int HowManyQM(int a, int b, string str)
        {
            string substring = str.Substring(a+1, b - a-1);
            //Console.WriteLine(""my substring is: ""+substring);
            char[] ch = substring.ToCharArray();

            int count = 0;

            for (int i=0; i<ch.Length; i++)
            {
                if (ch[i] == '?')
                {
                    count++;
                }
            }

            return count;
        }

        static bool OnlyThreeQM(string str)
        {

            
            return true;
        }

    }",10,-1,0,0,2900,8,4,0,7,4,24,248, 'index1' 'index2' 'howManyQM' 'count',115,0,6,1
686,kalgima,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/kalgima.jpg,/profile/kalgima,Questions Marks,Swift,"func QuestionsMarks(_ str: String) -> String { 
    let digits   = Set(""0123456789"".characters)
    let xLetters = Set(""0123456789?"".characters)
    let parts    = str.characters.reduce([""""]) { digits.contains($1) ? ($0 + [""\($1)"",""""] ) : ($0.dropLast() + [""\($0.last!)\($1)""]) }
    let clean    = parts.map{ String($0.characters.filter{xLetters.contains($0)}) }
    let pairs    = clean.reduce([("""","""","""")]) { $0 + [($0.last!.1, $0.last!.2, $1)] }
    let intPairs = pairs.map{( (Int($0) ?? 11), $1, (Int($2) ?? 11) )}
    let tenSums  = intPairs.filter{ $0 + $2 == 10 }
    return tenSums.count > 0 && !tenSums.contains{$0.1 != ""???""} ? ""true"" : ""false""
}

// keep this function call here   
print(QuestionsMarks(readLine(stripNewline: true)));",10,1,0,0,748,0,0,0,2,7,6,91, 'digits' 'xLetters' 'parts' 'clean' 'pairs' 'intPairs' 'tenSums',13,0,6,3
687,arvind8192,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/arvind8192.jpg,/profile/arvind8192,Questions Marks,Swift,"func QuestionsMarks(_ str: String) -> Bool {

  // code goes here   
    var questionMark:Int = 0
    var previousNum:Int = 0
    var paired = false
    for character in str {
        if character == ""?""{
            questionMark =  questionMark <= 3 ? (questionMark+1)  : 0
        }else{
            if let newNum = Int(String(character)){
                if (newNum + previousNum) == 10{
                    paired = true
                    if questionMark != 3 {
                        return false
                    }
                }
                previousNum = newNum
                questionMark = 0
            }
        }
    }
  // Note: feel free to modify the return type of this function 
      return paired
}

// keep this function call here   
print(QuestionsMarks(readLine(stripNewline: true)));",9,0,0,0,821,6,1,0,3,3,22,97, 'questionMark:Int' 'previousNum:Int' 'paired',28,0,7,4
688,sakral,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/sakral.jpg,/profile/sakral,Questions Marks,Swift,"func QuestionsMarks(_ str: String) -> Bool { 
    var lastNum = 0
    var questionMarkCount = 0
    var hasPair = false
    for character in str {
        if let num = Int(String(character)) {
            if lastNum + num == 10 {
                hasPair = true
                if questionMarkCount != 3 {
                    return false
                }
            }
            questionMarkCount = 0
            lastNum = num
        } else if character == ""?"" {
            questionMarkCount += 1
        }
    }

  // code goes here   
  // Note: feel free to modify the return type of this function 
  return hasPair

}

// keep this function call here   
print(QuestionsMarks(readLine(stripNewline: true)));",10,0,0,0,716,6,1,0,3,3,22,94, 'lastNum' 'questionMarkCount' 'hasPair',27,0,10,3
689,VinayakParmar,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/VinayakParmar.jpg,/profile/VinayakParmar,Questions Marks,Swift,"func QuestionsMarks(_ str: String) -> Bool { 
    var lastNum = 0
    var questionMarkCount = 0
    var hasPair = false
    for character in str {
        if let num = Int(String(character)) {
            if lastNum + num == 10 {
                hasPair = true
                if questionMarkCount != 3 {
                    return false
                }
            }
            questionMarkCount = 0
            lastNum = num
        } else if character == ""?"" {
            questionMarkCount += 1
        }
    }

  // code goes here   
  // Note: feel free to modify the return type of this function 
  return hasPair            
}

// keep this function call here   
print(QuestionsMarks(readLine(stripNewline: true)));",9,0,0,0,727,6,1,0,3,3,22,94, 'lastNum' 'questionMarkCount' 'hasPair',26,0,10,3
690,chandan05,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/chandan05.jpg,/profile/chandan05,Questions Marks,Swift,"func QuestionsMarks(_ str: String) -> String {
let array = Array(str) 
var count = 0 
var checked = false 

for obj in array {
  let val = Int(String(obj)) ?? 0
  if val > 0 && checked == false {
    checked = true 
  }else if obj == ""?"" && checked == true {
    count += 1  
  }else  if val > 0 && count >= 3 {
    return ""true"" 
  }else {
    count = 0 
    checked = false 
  }
}
 return ""false"" 
  // code goes here   
  // Note: feel free to modify the return type of this function 
}

// keep this function call here   
print(QuestionsMarks(readLine(stripNewline: true)));",9,0,0,0,579,7,1,0,3,4,22,104, 'array' 'count' 'checked' 'val',25,0,5,0
691,sandeepsachan004,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/sandeepsachan004.jpg,/profile/sandeepsachan004,Questions Marks,Swift,"import Foundation
func QuestionsMarks(_ str: String) -> String {

   var fN = -1
        var qmn = 0
        var correctAttempet = 0
        let failer = false
        
        for c in str {
            let cc = String(c)
            if let number = Int(cc), fN == -1 {
                fN = number
            } else if let number = Int(cc), fN != -1 {
                if (fN + number == 10 && qmn == 3) {
                    fN = number
                    qmn = 0
                    correctAttempet += 1
                    continue
                } else if fN + number == 10  && qmn != 3{
                    fN = number
                    qmn = 0
                    return ""false""
                } else if fN + number != 10 {
                    fN = number
                    qmn = 0
//                    failer = true
                    continue
                }
            } else if fN != -1 && cc == ""?"" {
                qmn += 1
            }
        }
        
        if correctAttempet < 1 || failer {
            return ""false""
        }
        
        return ""true""
}

// keep this function call here   
print(QuestionsMarks(readLine(stripNewline: true)));",10,0,0,0,1185,11,1,0,2,5,10,156, 'fN' 'qmn' 'correctAttempet' 'failer' 'cc',42,0,5,2
692,1995sd,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/1995sd.jpg,/profile/1995sd,Questions Marks,Swift,"func QuestionsMarks(_ str: String) -> String {

  var numberOfQ: Int = 0
  var first: Bool = true
  var isFirst: Bool = true

  for char in str {
      if char <= ""9"" && char >= ""0"" {
        if (numberOfQ >= 3 && numberOfQ <= 10) || numberOfQ == 0 || isFirst {
          isFirst = false
          numberOfQ = 0
        } else if (numberOfQ >= 1 || numberOfQ < 3) {
          return ""false""
        }
      }
      if char == ""?"" {
        numberOfQ += 1
      }
    }

    if numberOfQ > 0 {
      return ""false""
    }

  return ""true""

}

// keep this function call here   
print(QuestionsMarks(readLine(stripNewline: true)));",9,0,0,0,629,6,1,0,2,3,6,101, 'numberOfQ:' 'first:' 'isFirst:',30,0,7,2
693,MohamedElrais,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/MohamedElrais.jpg,/profile/MohamedElrais,Questions Marks,Swift,"func QuestionsMarks(_ str: String) -> String { 
var fN = -1
        var qmn = 0
        var correctAttempet = 0
        var failer = false
        
        for c in str {
            let cc = String(c)
            if let number = Int(cc), fN == -1 {
                fN = number
            } else if let number = Int(cc), fN != -1 {
                if (fN + number == 10 && qmn == 3) {
                    fN = number
                    qmn = 0
                    correctAttempet += 1
                    continue
                } else if fN + number == 10  && qmn != 3{
                    fN = number
                    qmn = 0
                    return ""false""
                } else if fN + number != 10 {
                    fN = number
                    qmn = 0
//                    failer = true
                    continue
                }
            } else if fN != -1 && cc == ""?"" {
                qmn += 1
            }
        }
        
        if correctAttempet < 1 || failer {
            return ""false""
        }
        
        return ""true""
}

// keep this function call here   
print(QuestionsMarks(readLine(stripNewline: true)));",10,0,0,0,1164,11,1,0,2,5,10,154, 'fN' 'qmn' 'correctAttempet' 'failer' 'cc',40,0,5,2
694,aditya1919,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/aditya1919.jpg,/profile/aditya1919,Questions Marks,Swift,"func QuestionsMarks(_ str: String) -> String { 


   var endValue = 0
    var countQuestionmark = 0
    
    let arrayChar = Array(str)
    var result = ""false""
    
    arrayChar.enumerated().forEach { (index , charElement) in
        if let convertible = Int(String(charElement)){
            if convertible + endValue == 10 , countQuestionmark == 3 {
                result = ""true""
            }
            endValue = convertible
            countQuestionmark = 0
        } else if String(charElement) == ""?"" {
            countQuestionmark = countQuestionmark + 1
        }
    }
    
    // code goes here
    // Note: feel free to modify the return type of this function
    return result
            
}

// keep this function call here   
print(QuestionsMarks(readLine(stripNewline: true)));",9,0,0,0,801,5,1,0,3,4,22,96, 'endValue' 'countQuestionmark' 'arrayChar' 'result',29,0,10,3
695,KrishnaVivek,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/KrishnaVivek.jpg,/profile/KrishnaVivek,Questions Marks,Swift,"func QuestionsMarks(_ str: String) -> String { 

  // code goes here   
  // Note: feel free to modify the return type of this function 
  var output = ""false""
    if str.count >= 5 {
        var other = ""false""
        var iBreak = false
        for i in 0 ... str.count - 2 {
            let ind = str.index(str.startIndex, offsetBy: i)
            if let num1 = Int(String(str[ind])) {
                var jBreak = false
                for j in i + 1 ... str.count - 1 {
                    let jind = str.index(str.startIndex, offsetBy: j)
                    if let num2 = Int(String(str[jind])), num1 + num2 == 10 {
                        var count = 0
                        for k in i + 1 ..< j {
                            let kind = str.index(str.startIndex, offsetBy: k)
                            if str[kind] == ""?"" {
                                count += 1
                                if count > 3 {
                                    break
                                }
                            }
                        }
                        if count == 3 {
                            other = ""true""
                        }
                        else {
                            other = ""false""
                            jBreak = true
                        }
                        break
                    }
                }
                if jBreak {
                    iBreak = true
                    break
                }
            }
            if iBreak {
                break
            }
        }
        output = other
    }
    return output
            
}

// keep this function call here   
print(QuestionsMarks(readLine(stripNewline: true)));",9,0,0,0,1721,10,3,0,3,8,22,180, 'output' 'other' 'iBreak' 'ind' 'jBreak' 'jind' 'count' 'kind',52,0,4,2
696,bruno808,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/bruno808.jpg,/profile/bruno808,Questions Marks,Swift,"func QuestionsMarks(_ str: String) -> String {

        var lastNum = 0
        var questionMarkCount = 0
        
        for (_,character) in Array(str).enumerated() {
            if let number = Int(String(character)) {
                if number + lastNum == 10, questionMarkCount == 3 {
                    return ""true""
                }
                
                lastNum = number
                questionMarkCount = 0
            } else if String(character) == ""?"" {
                questionMarkCount += 1
            }
        }
        
        return ""false""
    }

// keep this function call here   
print(QuestionsMarks(readLine(stripNewline: true)));",9,0,0,0,670,4,1,0,2,2,6,68, 'lastNum' 'questionMarkCount',23,0,12,2
697,etybyte,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/etybyte.jpg,/profile/etybyte,Longest Word,Java,"import java.util.*; 
import java.io.*;

class Function {  
  String LongestWord(String sen) { 
  
    String[] words = sen.split(""[^\w]"");
    String longest = """";
    for(String word : words) {
      if(word.length() > longest.length())longest = word;
    }
       
    return longest;
    
  } 
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner  s = new Scanner(System.in);
    Function c = new Function();
    System.out.print(c.LongestWord(s.nextLine())); 
  }   
  
}",10,2,0,0,525,1,1,0,2,2,6,59, 'LongestWord(String' 'longest',24,0,8,2
698,jakmaj,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jakmaj.jpg,/profile/jakmaj,Longest Word,Java,"import java.util.*; 
import java.io.*;

class Function {  
  String LongestWord(String input) { 
  
    String[] words = input.split("" "");
		String max = """";
			
		for( String word : words ){
	      String clear = """";
	      for( int i = 0; i < word.length(); i++ ){
	        if( Character.isLetter(word.charAt(i)) || Character.isDigit(word.charAt(i)) ){
	          clear = clear + word.charAt(i);
	        }
	      }
	      
	      if( clear.length() > max.length() ){
	        max = clear;		
	      }
		}
			
		return max;
  } 
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner  s = new Scanner(System.in);
    Function c = new Function();
    System.out.print(c.LongestWord(s.nextLine())); 
  }   
  
}",10,0,0,0,758,2,2,0,2,3,6,91, 'LongestWord(String' 'max' 'clear',33,0,6,2
699,danaksim,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/danaksim.jpg,/profile/danaksim,Longest Word,Java,"import java.util.*; 
import java.io.*;

class Function {  
  String LongestWord(String str) { 
  
    	str = str.trim();
        String s = "" ""+str+"" "";
        ArrayList<String> list = new ArrayList<String>();

        for (int i = 0; i < s.length()-1; i++){
            if (s.charAt(i) == ' ') {
                for (int j = i+1; j < s.length(); j++) {
                    if (s.charAt(j) == ' '){
                        list.add(s.substring(i+1, j));
                        break;
                    }
                }
            }
        }
    String word = new String();
    int max = 0;
    for (String item : list) {
      item = item.replaceAll(""[^A-Za-z0-9 ]"","""");
      if (item.length() > max) {
       	max = item.length();
        word = item;
      }
    }
    return word;
    
  } 
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner  s = new Scanner(System.in);
    Function c = new Function();
    System.out.print(c.LongestWord(s.nextLine())); 
  }   
  
}",10,0,0,0,1032,3,3,0,2,4,6,123, 'LongestWord(String' 's' 'word' 'max',41,0,5,2
700,DeviousBard,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/DeviousBard.jpg,/profile/DeviousBard,Longest Word,Java,"import java.util.*; 
import java.io.*;

class Main {  
    public static String LongestWord(String sen) {
        String[] words = sen.toLowerCase().split(""[^A-Za-z0-9]"");
        int maxIndex = 0;
        for (int i = 1; i < words.length; i++) {
            if (words[i].length() > words[maxIndex].length()) {
                maxIndex = i;
            }
        }
        return words[maxIndex];
    }
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner s = new Scanner(System.in);
    System.out.print(LongestWord(s.nextLine())); 
  }   
  
}",10,0,1,0,595,1,1,0,2,1,6,65, 'maxIndex',22,0,8,1
701,deeteear,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/deeteear.jpg,/profile/deeteear,Longest Word,Java,"import java.util.*; 
import java.io.*;

class Function {  
  String LongestWord(String sen) { 
    int max=0;
    int maxs=-1;
    int cur=0;
    int curs=-1;
    boolean started=false;
    for(int i=0;i<sen.length();i++){
      if(Character.isLetter(sen.charAt(i)) && !started){
        curs=i;
        cur=1;
        started=true;
      }else if(Character.isLetter(sen.charAt(i))){
        cur++;
        
      }else{
        if(cur>max){
         	maxs=curs;
          	max=cur;
        }
        started=false;
      }
    }
    if(cur>max){
     	maxs=curs;
      	max=cur;
    }
    return sen.substring(maxs,maxs+max);
    // code goes here   
    /* Note: In Java the return type of a function and the 
       parameter types being passed are defined, so this return 
       call must match the return type of the function.
       You are free to modify the return type. */
       
    
  } 
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner  s = new Scanner(System.in);
    Function c = new Function();
    System.out.print(c.LongestWord(s.nextLine())); 
  }   
  
}",10,-1,1,1,1129,7,1,0,6,6,22,116, 'LongestWord(String' 'max' 'maxs' 'cur' 'curs' 'started',48,0,5,2
702,zawiczek,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/zawiczek.jpg,/profile/zawiczek,Longest Word,Java,"import java.util.*; 
import java.io.*;

class Function {  
  String LongestWord(String sen) { 
  
    // code goes here   
    /* Note: In Java the return type of a function and the 
       parameter types being passed are defined, so this return 
       call must match the return type of the function.
       You are free to modify the return type. */
    String top = """";
    for (String s : sen.split(""\s"")) {
      String sShort = s.replaceAll(""\W"","""");
      if (top.length() < sShort.length()) {
        top = sShort;
      }

    }
    return top;
    
  } 
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner  s = new Scanner(System.in);
    Function c = new Function();
    System.out.print(c.LongestWord(s.nextLine())); 
  }   
  
}",10,-1,1,1,794,2,1,0,6,3,22,107, 'LongestWord(String' 'top' 'sShort',31,0,6,3
703,andyrice2279,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/andyrice2279.jpg,/profile/andyrice2279,Longest Word,Java,"import java.util.*; 
import java.io.*;

class Main {  
  public static String LongestWord(String sen) { 
  
    // code goes here   
    
    String longestResult = """";
    
    // Step 1 - Replace all punctuation
    String temp = sen.replaceAll(""\\p{P}"", """");
    // Step 2 - Split on white-space
    String[] words = temp.split(""\\s+"");
    // Step 3 - Find longest token
    int maxLength = 0;
    for(String nextWord : words)
    {
        if (nextWord.length() > maxLength)
        {
            maxLength = nextWord.length();
            longestResult = nextWord;
        }
    }
    
    /* Note: In Java the return type of a function and the 
       parameter types being passed are defined, so this return 
       call must match the return type of the function.
       You are free to modify the return type. */
       
    return longestResult;
    
  } 
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner s = new Scanner(System.in);
    System.out.print(LongestWord(s.nextLine())); 
  }   
  
}",10,-1,1,0,1059,2,1,0,6,3,43,136, 'longestResult' 'temp' 'maxLength',41,0,8,2
704,kester824,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/kester824.jpg,/profile/kester824,Longest Word,Java,"import java.util.*; 
import java.io.*;

class Function {  
  String LongestWord(String sen) { 
	String[] senArray = sen.split(""[^a-z^0-9]"");
	
	int longestIndex = 0;
	String longestWord = """";
	
	for (int i = 0; i < senArray.length; i++) {
		//System.out.println(senArray[i]);
		if (senArray[i].length() > longestIndex) {
			longestWord = senArray[i];
			longestIndex = senArray[i].length();
		}
	}
    return longestWord;
  } 
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner  s = new Scanner(System.in);
    Function c = new Function();
    System.out.print(c.LongestWord(s.nextLine())); 
  }   
  
}",10,-1,0,0,655,1,1,0,2,3,7,76, 'LongestWord(String' 'longestIndex' 'longestWord',28,0,10,4
705,KSmithson,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/KSmithson.jpg,/profile/KSmithson,Longest Word,Java,"import java.util.*; 
import java.io.*;

class Function {  
  String LongestWord(String sen) { 
  
    String reg = ""\W"";
    String[] s = sen.split(reg);
    String max = """";
    
    for(String str : s){
      if(str.length() > max.length())
         max = str;
    }
    
    return max;
    
  }  
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner  s = new Scanner(System.in);
    Function c = new Function();
    System.out.print(c.LongestWord(s.nextLine())); 
  }   
  
}",10,-1,1,1,529,1,1,0,2,3,6,63, 'LongestWord(String' 'reg' 'max',27,0,5,2
706,tyang,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/tyang.jpg,/profile/tyang,Longest Word,Java,"import java.util.*; 
import java.io.*;

class Main {  
  public static String LongestWord(String sen) { 
  
    // code goes here   
    /* Note: In Java the return type of a function and the 
       parameter types being passed are defined, so this return 
       call must match the return type of the function.
       You are free to modify the return type. */
       
       
    int ll = 0;
		    String result = """";
		    String[] words = sen.split("" "");
		    for(String word: words) {
		    	word = word.toLowerCase();
		    	String temp = """";
		    	char[] chars = word.toCharArray();
		    	for(char ch : chars) {
		    		if((int) ch >= 97 && (int) ch <= 122) {
		    			temp += ch;
		    		}
		    	}
		    	
		    	if(temp.length() > ll) {
		    	    ll = temp.length();
		    		result = temp;
		    	}
		    }
		    return result;
    
  } 
  
  public static void main (String[] args) {  
    // keep this function call here     
    Scanner s = new Scanner(System.in);
    System.out.print(LongestWord(s.nextLine())); 
  }   
  
}",10,-1,1,1,1046,3,2,0,6,3,22,140, 'll' 'result' 'temp',42,0,4,0
707,nicklivens,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/nicklivens.jpg,/profile/nicklivens,Longest Word,Java,"import java.util.*;
import java.io.*;

class Function {
    final String ALPHABET = ""abcdefghijklmnopqrstuvwxyz"";
    final String ALPHABET_UPPER = ALPHABET.toUpperCase();

    String LongestWord(String sen) {
        String[] words = sen.split(""\s"");
        String longestWord = null;
        int longestWordLength = 0;

        for (String word : words) {
            int wordLength = getWordLength(word);
            if (longestWord == null || wordLength > longestWordLength) {
                longestWord = word;
                longestWordLength = wordLength;
            }
        }

        return longestWord;
    }

    int getWordLength(String str) {
        int length = 0;

        for (char c : str.toCharArray()) {
            if (ALPHABET.indexOf(c) > -1 || ALPHABET_UPPER.indexOf(c) > -1) {
                length++;
            }
        }
        return length;
    }

    public static void main (String[] args) {
        // keep this function call here
        Scanner  s = new Scanner(System.in);
        Function c = new Function();
        System.out.print(c.LongestWord(s.nextLine()));
    }

}",10,-1,0,0,1120,2,2,0,3,6,6,118, 'LongestWord(String' 'longestWord' 'longestWordLength' 'wordLength' 'getWordLength(String' 'length',42,0,10,7
